OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeinDays,HasName,Hour,Weekday,Month,Year,TimeofDay,IsMix,SimpleBreed,SimpleColor,Intact,Sex,Lifestage
3,16,1,2,307,250,210.0,1,17,2,11,2015,0,1,42,18,0,1,1
3,16,1,3,1305,194,730.0,1,11,4,10,2015,1,1,198,12,0,0,0
4,14,0,1,640,168,150.0,0,9,3,8,2015,2,1,80,8,1,1,1
3,16,1,1,1066,165,1095.0,1,11,3,1,2016,1,1,159,7,1,1,0
3,16,1,2,1136,169,730.0,1,18,7,2,2014,0,1,164,8,0,1,0
0,16,1,2,450,25,4745.0,1,11,7,7,2015,1,1,61,2,0,1,0
0,16,0,1,640,38,60.0,1,16,4,7,2014,0,1,80,2,1,1,1
2,13,0,4,640,5,365.0,0,9,2,5,2015,2,1,80,2,2,2,0
3,16,1,3,68,307,1825.0,1,17,3,8,2015,0,0,13,26,0,0,0
4,12,0,0,640,104,14.0,1,15,6,7,2014,1,1,80,4,1,0,1
4,12,0,1,640,332,28.0,0,18,3,7,2015,0,1,80,27,1,1,1
0,6,0,3,640,104,3650.0,1,12,3,3,2014,1,1,80,4,0,0,0
4,12,0,3,674,342,365.0,1,13,6,6,2014,1,1,91,27,0,0,0
4,12,0,2,640,5,1095.0,1,14,2,2,2014,1,1,80,2,0,1,0
4,12,0,2,640,111,60.0,1,13,1,11,2014,1,1,80,4,0,1,1
0,16,1,2,515,248,60.0,1,13,1,6,2015,1,0,64,18,0,1,1
4,12,0,3,640,5,730.0,1,16,4,7,2014,0,1,80,2,0,0,0
0,6,0,3,1271,140,3650.0,1,12,1,2,2014,1,1,189,6,0,0,0
0,16,1,3,1329,250,365.0,1,14,1,3,2014,1,1,211,18,0,0,0
4,12,0,1,640,220,14.0,0,17,3,10,2015,0,1,80,16,1,1,1
4,12,1,2,450,36,365.0,1,18,5,8,2015,0,1,61,2,0,1,0
3,16,1,2,980,28,730.0,1,14,2,1,2015,1,1,137,2,0,1,0
4,14,0,0,640,104,120.0,0,9,2,10,2015,2,1,80,4,1,0,1
0,16,1,2,1105,5,150.0,1,19,4,1,2016,0,1,161,2,0,1,1
3,16,1,2,1112,89,2555.0,1,14,6,4,2015,1,0,161,4,0,1,0
4,12,0,0,640,111,28.0,0,11,7,5,2014,1,1,80,4,1,0,1
0,6,0,2,640,38,180.0,1,13,5,1,2014,1,1,80,2,0,1,1
4,12,0,0,1251,186,21.0,0,15,6,11,2015,1,1,184,10,1,0,1
3,16,1,3,450,36,1825.0,1,16,5,1,2014,0,1,61,2,0,0,0
0,16,1,2,188,307,365.0,1,14,1,1,2014,1,0,22,26,0,1,0
4,12,1,2,450,289,365.0,1,12,2,2,2015,1,1,61,23,0,1,0
4,12,0,0,637,11,30.0,0,18,5,6,2015,0,1,79,2,1,0,1
2,15,0,1,640,38,1095.0,0,9,3,6,2015,2,1,80,2,1,1,0
4,12,1,0,1066,185,60.0,0,17,1,11,2013,0,1,159,9,1,0,1
4,12,0,2,640,38,730.0,1,13,3,6,2015,1,1,80,2,0,1,0
4,12,0,2,640,168,1825.0,1,11,4,10,2015,1,1,80,8,0,1,0
3,16,1,3,167,353,3285.0,1,16,1,4,2014,0,1,22,27,0,0,0
4,12,0,4,640,104,7.0,0,13,7,6,2014,1,1,80,4,2,2,1
0,16,1,3,343,358,365.0,1,17,4,2,2014,0,1,46,28,0,0,0
0,6,1,3,1066,38,365.0,1,8,5,12,2013,2,1,159,2,0,0,0
4,12,1,2,1147,179,365.0,1,12,6,1,2015,1,0,167,9,0,1,0
0,16,0,2,640,104,1825.0,1,18,5,9,2015,0,1,80,4,0,1,0
4,12,1,0,1066,130,300.0,1,16,5,10,2013,0,1,159,4,1,0,1
3,16,1,2,339,344,3650.0,1,16,5,5,2015,0,1,45,27,0,1,0
0,16,0,2,640,104,60.0,0,18,6,11,2015,0,1,80,4,0,1,1
0,16,1,3,847,250,120.0,1,17,7,8,2015,0,1,124,18,0,0,1
0,16,0,3,640,111,210.0,1,18,7,2,2016,0,1,80,4,0,0,1
4,12,0,0,640,139,60.0,1,15,7,10,2013,1,1,80,6,1,0,1
0,16,1,3,266,38,60.0,0,12,6,7,2015,1,0,39,2,0,0,1
4,12,0,3,546,220,1095.0,1,16,3,10,2014,0,1,69,16,0,0,0
0,16,1,2,1070,88,730.0,1,15,2,5,2015,1,0,159,4,0,1,0
4,12,1,3,73,74,365.0,1,15,2,3,2015,1,0,15,3,0,0,0
0,16,0,2,640,167,90.0,1,17,5,8,2015,0,1,80,8,0,1,1
4,14,0,0,640,111,730.0,0,9,1,8,2015,2,1,80,4,1,0,0
4,12,1,3,365,289,365.0,1,14,6,10,2013,1,1,52,23,0,0,0
0,16,1,2,68,354,60.0,1,17,1,10,2013,0,0,13,27,0,1,1
0,16,1,3,847,38,180.0,1,18,3,11,2015,0,1,124,2,0,0,1
3,16,1,2,980,318,730.0,1,18,2,7,2015,0,1,137,27,0,1,0
3,16,0,2,640,216,1825.0,1,15,1,3,2014,1,1,80,16,0,1,0
4,12,0,1,640,216,7.0,0,12,3,10,2013,1,1,80,16,1,1,1
0,6,0,3,640,291,60.0,1,15,1,10,2013,1,1,80,24,0,0,1
0,6,0,2,640,332,60.0,0,8,4,8,2014,2,1,80,27,0,1,1
4,12,1,3,1235,342,2190.0,1,12,7,11,2013,1,0,183,27,0,0,0
3,16,0,3,1251,211,1460.0,1,11,7,6,2015,1,1,184,15,0,0,0
4,14,0,0,640,220,210.0,0,9,3,10,2014,2,1,80,16,1,0,1
4,12,1,1,962,318,365.0,0,14,7,10,2013,1,1,136,27,1,1,0
2,15,0,0,640,296,365.0,0,18,6,12,2014,0,1,80,25,1,0,0
0,11,0,3,640,324,60.0,1,16,1,8,2014,0,1,80,27,0,0,1
3,16,1,1,847,248,5475.0,1,14,7,2,2016,1,1,124,18,1,1,0
3,16,1,1,1365,36,270.0,1,13,1,12,2015,1,1,219,2,1,1,1
0,6,0,3,640,38,365.0,1,13,7,8,2014,1,1,80,2,0,0,0
4,12,0,4,1251,205,7.0,0,17,3,10,2015,0,1,184,13,2,2,1
4,14,0,0,632,11,365.0,0,9,3,7,2014,2,1,78,2,1,0,0
4,12,0,2,640,216,365.0,0,16,2,10,2014,0,1,80,16,0,1,0
4,12,1,4,649,86,6.0,0,15,2,5,2015,1,1,82,3,2,2,1
4,12,1,2,846,136,1825.0,1,11,3,12,2013,1,0,124,5,0,1,0
4,12,1,3,1149,329,1460.0,1,16,3,6,2014,0,0,167,27,0,0,0
4,14,0,0,632,291,730.0,0,9,7,10,2015,2,1,78,24,1,0,0
0,16,1,2,450,38,365.0,1,14,3,3,2014,1,1,61,2,0,1,0
4,12,1,0,847,320,14.0,0,0,2,2,2016,3,1,124,27,1,0,1
3,16,1,3,811,329,1825.0,1,17,2,8,2015,0,1,117,27,0,0,0
4,12,1,0,763,318,60.0,1,18,4,5,2014,0,0,104,27,1,0,1
0,16,0,3,640,296,60.0,1,13,4,7,2014,1,1,80,25,0,0,1
4,12,0,1,640,38,30.0,0,14,5,10,2013,1,1,80,2,1,1,1
3,16,1,2,1066,130,2920.0,1,11,1,10,2015,1,1,159,4,0,1,0
3,16,1,3,450,274,1095.0,1,11,1,11,2015,1,1,61,23,0,0,0
3,16,1,3,1066,318,300.0,1,12,4,1,2015,1,1,159,27,0,0,1
3,16,1,3,450,329,1095.0,1,12,1,3,2014,1,1,61,27,0,0,0
3,16,1,1,1066,250,365.0,1,12,1,10,2015,1,1,159,18,1,1,0
0,16,1,3,696,36,365.0,1,14,5,12,2015,1,1,98,2,0,0,0
0,16,1,2,658,38,2190.0,1,18,3,4,2015,0,1,84,2,0,1,0
4,14,0,4,640,104,365.0,0,9,2,4,2015,2,1,80,4,2,2,0
0,16,1,3,125,307,1095.0,1,17,2,9,2014,0,1,17,26,0,0,0
0,16,0,3,640,306,30.0,1,18,3,7,2015,0,1,80,25,0,0,1
0,16,0,3,640,104,60.0,1,13,5,6,2014,1,1,80,4,0,0,1
0,6,0,3,640,139,210.0,1,16,6,2,2015,0,1,80,6,0,0,1
0,6,0,2,640,104,60.0,1,18,7,7,2015,0,1,80,4,0,1,1
4,12,1,2,1170,307,365.0,1,13,4,7,2014,1,1,170,26,0,1,0
0,16,1,2,365,274,2555.0,1,13,1,2,2014,1,1,52,23,0,1,0
4,14,0,4,640,5,90.0,0,9,4,2,2015,2,1,80,2,2,2,1
3,16,1,2,1066,185,730.0,1,17,3,3,2015,0,1,159,9,0,1,0
4,12,1,1,1373,84,365.0,0,11,1,3,2014,1,0,219,3,1,1,0
2,15,0,1,640,5,120.0,0,16,7,10,2013,0,1,80,2,1,1,1
0,16,1,3,455,114,30.0,0,18,4,7,2014,0,0,61,4,0,0,1
4,12,1,1,469,318,14.0,1,8,7,5,2014,2,0,61,27,1,1,1
3,16,1,3,847,150,365.0,1,11,3,12,2013,1,1,124,7,0,0,0
0,11,0,2,640,5,60.0,1,13,1,10,2013,1,1,80,2,0,1,1
0,16,1,3,888,5,60.0,0,17,3,7,2014,0,0,124,2,0,0,1
0,16,1,3,962,38,90.0,0,17,3,7,2014,0,1,136,2,0,0,1
4,14,0,2,640,104,1095.0,0,9,7,6,2014,2,1,80,4,0,1,0
4,12,0,0,640,111,14.0,0,15,4,9,2014,1,1,80,4,1,0,1
0,16,0,2,640,216,730.0,1,12,2,7,2014,1,1,80,16,0,1,0
3,16,1,2,1033,329,730.0,1,17,3,10,2013,0,1,151,27,0,1,0
0,16,1,2,74,103,150.0,0,14,1,5,2015,1,1,15,4,0,1,1
4,12,1,2,1197,25,2190.0,1,17,6,9,2015,0,1,173,2,0,1,0
0,16,1,2,383,307,730.0,1,18,1,8,2014,0,1,55,26,0,1,0
4,14,0,1,640,167,180.0,0,9,5,11,2014,2,1,80,8,1,1,1
3,16,0,2,640,38,1825.0,1,17,5,5,2014,0,1,80,2,0,1,0
0,16,1,3,847,38,60.0,1,16,3,3,2015,0,1,124,2,0,0,1
4,12,0,4,640,104,28.0,0,15,1,7,2015,1,1,80,4,2,2,1
4,12,0,1,640,195,1.0,0,18,3,4,2014,0,1,80,12,1,1,1
4,12,0,2,632,13,730.0,1,14,5,6,2014,1,1,78,2,0,1,0
0,16,0,3,640,104,60.0,1,11,4,8,2015,1,1,80,4,0,0,1
0,16,0,1,640,111,60.0,1,0,7,8,2015,3,1,80,4,1,1,1
3,16,1,2,1066,130,60.0,1,19,5,5,2015,0,1,159,4,0,1,1
4,12,0,0,640,63,60.0,1,15,1,6,2014,1,1,80,3,1,0,1
0,16,0,1,945,111,90.0,1,18,1,10,2013,0,1,132,4,1,1,1
3,16,1,0,695,36,330.0,1,18,3,2,2014,0,0,98,2,1,0,1
3,16,1,3,280,132,1825.0,1,17,7,12,2015,0,1,40,5,0,0,0
0,6,0,3,640,104,90.0,0,12,7,7,2014,1,1,80,4,0,0,1
3,16,1,3,1316,137,5110.0,1,17,7,2,2015,0,1,204,5,0,0,0
4,14,0,1,640,220,150.0,0,9,6,1,2015,2,1,80,16,1,1,1
4,12,1,0,514,5,90.0,1,12,4,3,2014,1,0,64,2,1,0,1
0,16,1,3,847,5,365.0,1,18,2,8,2014,0,1,124,2,0,0,0
4,12,1,2,694,36,300.0,1,15,2,5,2014,1,0,97,2,0,1,1
0,16,0,1,640,216,60.0,1,19,7,6,2015,0,1,80,16,1,1,1
4,12,1,3,450,98,5110.0,1,16,4,10,2013,0,1,61,4,0,0,0
2,15,0,1,640,318,28.0,0,23,7,7,2014,3,1,80,27,1,1,1
3,16,0,2,640,38,1825.0,1,14,5,10,2015,1,1,80,2,0,1,0
3,16,1,0,1255,250,1095.0,1,13,6,8,2015,1,1,185,18,1,0,0
0,16,0,3,631,104,90.0,1,18,4,6,2014,0,0,78,4,0,0,1
3,16,1,3,214,130,1460.0,1,17,3,1,2015,0,1,33,4,0,0,0
0,11,1,3,450,128,365.0,1,15,1,9,2015,1,1,61,4,0,0,0
0,16,1,3,450,128,730.0,1,18,2,4,2015,0,1,61,4,0,0,0
3,16,1,2,450,130,730.0,1,18,5,2,2016,0,1,61,4,0,1,0
0,16,0,1,640,63,60.0,1,10,1,7,2014,2,1,80,3,1,1,1
4,12,1,0,1171,307,730.0,0,15,3,10,2013,1,0,170,26,1,0,0
3,16,1,0,450,25,730.0,1,12,7,5,2014,1,1,61,2,1,0,0
3,16,1,2,696,25,730.0,1,16,4,4,2014,0,1,98,2,0,1,0
2,0,1,2,359,276,1825.0,1,14,5,6,2014,1,0,49,23,0,1,0
3,16,1,2,847,5,3285.0,1,11,3,6,2015,1,1,124,2,0,1,0
0,16,1,2,1346,353,365.0,1,18,5,8,2015,0,1,216,27,0,1,0
0,16,1,2,1365,5,365.0,1,17,3,2,2015,0,1,219,2,0,1,0
4,12,0,4,640,104,14.0,0,15,4,6,2015,1,1,80,4,2,2,1
3,16,1,0,450,353,2190.0,1,16,3,1,2015,0,1,61,27,1,0,0
0,16,0,3,640,104,240.0,1,18,2,12,2015,0,1,80,4,0,0,1
0,16,1,2,936,320,365.0,1,17,6,1,2016,0,1,131,27,0,1,0
0,6,1,3,847,307,90.0,1,18,5,1,2014,0,1,124,26,0,0,1
4,14,0,0,640,296,120.0,0,9,2,11,2014,2,1,80,25,1,0,1
3,16,1,2,891,98,1460.0,1,15,2,4,2015,1,0,124,4,0,1,0
0,16,0,3,640,296,90.0,1,15,7,7,2015,1,1,80,25,0,0,1
4,12,1,1,1066,91,270.0,1,11,7,12,2014,1,1,159,4,1,1,1
4,14,0,1,640,216,90.0,0,9,1,7,2015,2,1,80,16,1,1,1
4,12,1,2,890,86,365.0,1,11,1,11,2014,1,0,124,3,0,1,0
0,16,1,2,1066,38,2920.0,1,16,1,12,2015,0,1,159,2,0,1,0
4,12,1,0,449,88,730.0,1,18,2,4,2015,0,0,61,4,1,0,0
4,12,0,2,640,111,60.0,1,13,2,6,2014,1,1,80,4,0,1,1
2,15,1,3,847,289,1095.0,1,13,2,3,2015,1,1,124,23,0,0,0
3,16,1,0,1197,25,3285.0,1,18,2,3,2015,0,1,173,2,1,0,0
4,14,0,4,632,347,730.0,0,14,3,2,2014,1,1,78,27,2,2,0
0,16,0,2,640,63,30.0,0,19,1,6,2015,0,1,80,3,0,1,1
2,15,1,0,450,289,1825.0,0,17,5,1,2014,0,1,61,23,1,0,0
3,16,1,3,1066,86,365.0,1,11,2,6,2015,1,1,159,3,0,0,0
3,16,1,2,210,318,3285.0,1,12,1,2,2015,1,0,31,27,0,1,0
0,16,1,3,1142,88,730.0,1,12,7,2,2015,1,1,165,4,0,0,0
3,16,1,0,249,38,365.0,1,17,7,5,2015,0,1,39,2,1,0,0
4,12,1,3,847,38,180.0,1,16,5,10,2015,0,1,124,2,0,0,1
3,16,1,3,74,320,1095.0,1,16,3,4,2015,0,1,15,27,0,0,0
0,16,0,3,1207,41,365.0,1,14,7,4,2015,1,1,174,3,0,0,0
0,16,0,2,640,38,4745.0,1,18,2,1,2015,0,1,80,2,0,1,0
3,16,0,3,632,111,365.0,0,13,4,11,2013,1,1,78,4,0,0,0
2,15,0,2,632,38,3285.0,1,14,2,10,2015,1,1,78,2,0,1,0
4,12,0,1,640,38,14.0,0,14,4,8,2015,1,1,80,2,1,1,1
4,12,1,3,307,274,365.0,1,0,2,11,2015,3,1,42,23,0,0,0
3,16,1,3,1066,38,1825.0,1,15,1,9,2014,1,1,159,2,0,0,0
4,14,0,0,637,296,300.0,0,13,6,2,2014,1,1,79,25,1,0,1
3,16,1,2,577,25,730.0,1,12,2,8,2015,1,0,70,2,0,1,0
0,16,1,2,33,98,730.0,1,12,7,10,2013,1,0,7,4,0,1,0
3,16,0,2,632,356,3285.0,1,11,5,2,2016,1,1,78,27,0,1,0
3,16,1,2,74,38,2920.0,1,18,1,5,2015,0,1,15,2,0,1,0
4,12,0,0,640,296,28.0,0,13,1,5,2014,1,1,80,25,1,0,1
3,16,1,3,74,22,3285.0,1,12,2,3,2014,1,1,15,2,0,0,0
0,6,1,3,369,289,730.0,1,14,4,11,2013,1,0,52,23,0,0,0
4,12,0,0,640,139,30.0,0,13,2,6,2015,1,1,80,6,1,0,1
0,16,1,2,240,307,730.0,1,15,5,8,2014,1,0,35,26,0,1,0
0,16,1,2,811,353,365.0,1,19,4,8,2014,0,1,117,27,0,1,0
4,12,0,4,640,195,1.0,0,16,1,8,2015,0,1,80,12,2,2,1
4,12,1,3,764,334,120.0,0,11,6,3,2014,1,1,104,27,0,0,1
0,16,1,2,847,38,1095.0,1,17,6,10,2014,0,1,124,2,0,1,0
4,12,0,0,614,165,3650.0,1,12,5,10,2014,1,0,74,7,1,0,0
1,8,0,1,640,38,365.0,0,14,1,3,2015,1,1,80,2,1,1,0
4,12,0,0,640,324,730.0,1,14,6,1,2015,1,1,80,27,1,0,0
4,12,1,2,1033,329,1825.0,1,11,3,4,2015,1,1,151,27,0,1,0
0,6,0,3,640,111,3285.0,1,8,3,1,2015,2,1,80,4,0,0,0
3,16,1,3,518,150,3285.0,1,16,6,6,2015,0,1,65,7,0,0,0
0,16,0,3,640,139,120.0,0,15,7,7,2014,1,1,80,6,0,0,1
4,12,0,1,637,63,21.0,0,17,5,4,2014,0,1,79,3,1,1,1
1,7,0,1,640,111,90.0,0,13,1,1,2015,1,1,80,4,1,1,1
4,14,0,0,640,139,365.0,0,15,7,10,2013,1,1,80,6,1,0,0
4,12,0,0,640,320,30.0,1,13,4,12,2013,1,1,80,27,1,0,1
3,16,1,3,1146,289,5110.0,1,11,5,12,2015,1,1,167,23,0,0,0
4,14,0,1,640,5,90.0,0,9,7,8,2014,2,1,80,2,1,1,1
4,14,0,4,637,38,365.0,0,9,5,1,2015,2,1,79,2,2,2,0
3,16,1,2,847,358,2190.0,1,11,6,5,2014,1,1,124,28,0,1,0
4,12,0,4,640,111,7.0,0,17,2,5,2015,0,1,80,4,2,2,1
4,12,1,0,950,307,60.0,1,14,7,12,2015,1,0,133,26,1,0,1
2,0,1,1,1066,86,1460.0,1,17,6,10,2013,0,1,159,3,1,1,0
0,6,1,3,868,38,90.0,1,15,5,11,2013,1,0,124,2,0,0,1
4,14,0,1,1207,41,1460.0,0,13,1,5,2014,1,1,174,3,1,1,0
4,12,1,0,721,276,28.0,1,11,4,11,2013,1,0,98,23,1,0,1
0,16,0,2,640,104,60.0,1,12,1,5,2015,1,1,80,4,0,1,1
4,14,0,0,640,104,120.0,0,9,5,11,2015,2,1,80,4,1,0,1
4,12,1,3,1322,88,730.0,1,18,6,3,2015,0,1,206,4,0,0,0
4,12,0,2,640,216,150.0,1,14,1,11,2015,1,1,80,16,0,1,1
2,0,1,2,1066,38,1460.0,1,17,4,11,2014,0,1,159,2,0,1,0
2,15,0,4,640,5,30.0,0,17,1,6,2015,0,1,80,2,2,2,1
0,16,1,2,559,163,1825.0,1,18,4,2,2015,0,1,70,7,0,1,0
0,16,1,3,1066,130,150.0,1,17,1,3,2015,0,1,159,4,0,0,1
3,16,1,3,450,88,2190.0,1,17,6,8,2015,0,1,61,4,0,0,0
0,6,0,3,632,104,90.0,1,15,7,12,2014,1,1,78,4,0,0,1
0,16,0,2,640,5,150.0,0,18,1,10,2013,0,1,80,2,0,1,1
3,16,1,3,847,318,3650.0,1,11,1,11,2014,1,1,124,27,0,0,0
3,16,1,1,1197,36,1460.0,1,10,3,9,2015,2,1,173,2,1,1,0
0,16,0,3,640,104,120.0,0,16,4,7,2015,0,1,80,4,0,0,1
0,16,1,2,1066,86,240.0,1,13,1,6,2015,1,1,159,3,0,1,1
3,16,1,3,1066,5,730.0,1,17,3,10,2013,0,1,159,2,0,0,0
4,12,1,2,450,289,1460.0,1,15,4,7,2015,1,1,61,23,0,1,0
0,16,1,3,438,150,2190.0,1,12,6,12,2013,1,1,60,7,0,0,0
4,12,0,1,640,104,21.0,0,10,4,9,2015,2,1,80,4,1,1,1
0,16,1,3,847,19,60.0,0,11,6,11,2013,1,1,124,2,0,0,1
0,16,0,2,640,104,60.0,1,17,6,5,2014,0,1,80,4,0,1,1
4,12,0,0,640,104,28.0,1,14,7,8,2015,1,1,80,4,1,0,1
0,16,0,3,640,38,60.0,1,18,2,11,2014,0,1,80,2,0,0,1
3,16,1,2,1066,353,3285.0,1,17,5,11,2014,0,1,159,27,0,1,0
4,12,0,2,640,68,150.0,1,11,6,12,2014,1,1,80,3,0,1,1
4,12,1,1,325,38,180.0,1,11,2,6,2015,1,0,42,2,1,1,1
4,14,0,4,640,86,90.0,0,17,6,12,2013,0,1,80,3,2,2,1
4,12,0,4,640,86,21.0,0,18,3,5,2015,0,1,80,3,2,2,1
4,12,0,1,640,318,14.0,0,13,2,4,2015,1,1,80,27,1,1,1
0,6,1,3,955,36,2920.0,1,13,4,1,2014,1,0,135,2,0,0,0
0,16,0,3,640,291,150.0,0,17,2,3,2014,0,1,80,24,0,0,1
0,16,0,1,640,5,60.0,1,17,7,7,2014,0,1,80,2,1,1,1
0,6,1,2,450,289,30.0,1,7,5,8,2014,2,1,61,23,0,1,1
0,6,0,3,640,5,1095.0,1,12,3,6,2014,1,1,80,2,0,0,0
0,16,1,2,450,329,365.0,1,11,1,3,2015,1,1,61,27,0,1,0
0,16,1,1,365,88,90.0,1,16,4,1,2014,0,1,52,4,1,1,1
0,16,0,2,640,320,90.0,1,18,7,9,2015,0,1,80,27,0,1,1
4,12,1,2,980,204,4745.0,1,16,5,7,2014,0,1,137,12,0,1,0
4,12,0,1,640,5,90.0,1,13,4,12,2015,1,1,80,2,1,1,1
4,12,1,0,1255,358,730.0,1,10,5,7,2015,2,1,185,28,1,0,0
4,12,0,1,640,11,14.0,1,12,4,4,2015,1,1,80,2,1,1,1
4,14,0,1,637,5,365.0,0,9,6,6,2015,2,1,79,2,1,1,0
4,12,1,0,847,38,30.0,0,16,1,11,2013,0,1,124,2,1,0,1
0,16,1,2,847,289,730.0,1,11,7,11,2014,1,1,124,23,0,1,0
4,12,0,0,640,38,3.0,0,13,7,6,2014,1,1,80,2,1,0,1
3,16,1,2,1066,10,2555.0,1,12,2,6,2014,1,1,159,2,0,1,0
3,16,0,2,640,111,180.0,1,11,7,9,2015,1,1,80,4,0,1,1
4,14,0,2,637,166,730.0,0,18,6,1,2016,0,1,79,8,0,1,0
0,16,1,2,562,36,60.0,1,17,1,10,2013,0,0,72,2,0,1,1
4,12,1,3,125,329,3285.0,1,0,4,11,2015,3,1,17,27,0,0,0
4,14,0,1,640,111,1095.0,0,19,1,11,2015,0,1,80,4,1,1,0
4,14,0,4,640,5,730.0,0,9,3,6,2015,2,1,80,2,2,2,0
0,16,0,2,640,104,90.0,1,17,6,10,2013,0,1,80,4,0,1,1
3,16,1,3,847,5,730.0,1,11,7,1,2014,1,1,124,2,0,0,0
3,16,1,2,788,329,1825.0,1,18,7,12,2015,0,0,107,27,0,1,0
4,12,0,0,640,86,21.0,0,18,5,7,2014,0,1,80,3,1,0,1
4,12,1,2,1170,353,730.0,1,0,3,5,2015,3,1,170,27,0,1,0
0,16,1,2,847,165,1825.0,1,12,4,8,2015,1,1,124,7,0,1,0
0,6,1,2,737,130,30.0,0,17,6,10,2014,0,1,102,4,0,1,1
4,12,1,1,74,307,7.0,0,13,3,10,2013,1,1,15,26,1,1,1
1,1,0,1,1251,186,30.0,1,9,1,11,2015,2,1,184,10,1,1,1
3,16,1,3,438,38,1460.0,1,16,3,12,2014,0,1,60,2,0,0,0
0,16,1,2,1066,130,730.0,1,13,7,7,2015,1,1,159,4,0,1,0
3,16,1,0,847,165,730.0,1,14,5,8,2014,1,1,124,7,1,0,0
0,6,1,2,167,36,60.0,1,10,2,4,2014,2,1,22,2,0,1,1
4,12,1,1,61,131,90.0,1,14,1,1,2014,1,1,13,5,1,1,1
2,15,0,0,640,296,3650.0,0,13,2,12,2014,1,1,80,25,1,0,0
0,16,1,3,1066,130,730.0,1,17,3,5,2015,0,1,159,4,0,0,0
0,16,1,3,1291,114,730.0,1,16,7,1,2015,0,1,196,4,0,0,0
4,12,1,3,1066,86,365.0,1,19,6,5,2014,0,1,159,3,0,0,0
4,12,0,0,640,41,30.0,1,16,3,10,2014,0,1,80,3,1,0,1
3,16,1,3,811,353,90.0,1,15,5,4,2015,1,1,117,27,0,0,1
4,12,1,1,1066,130,14.0,0,12,7,6,2014,1,1,159,4,1,1,1
3,16,1,3,1038,31,730.0,1,17,2,11,2015,0,1,153,2,0,0,0
0,16,1,3,449,38,3285.0,1,19,1,10,2015,0,0,61,2,0,0,0
0,16,1,2,905,320,730.0,1,14,1,12,2015,1,1,125,27,0,1,0
4,12,0,1,639,104,7.0,0,18,7,9,2015,0,0,80,4,1,1,1
4,12,0,0,640,291,30.0,0,13,1,5,2015,1,1,80,24,1,0,1
4,14,0,4,640,104,90.0,0,17,1,5,2014,0,1,80,4,2,2,1
4,12,1,3,1184,353,1460.0,1,16,3,10,2013,0,0,170,27,0,0,0
4,12,0,1,640,38,21.0,0,11,4,11,2015,1,1,80,2,1,1,1
0,16,1,2,1026,307,730.0,0,18,3,5,2015,0,1,150,26,0,1,0
0,16,1,3,1066,362,365.0,1,17,7,1,2016,0,1,159,28,0,0,0
4,12,1,2,175,307,365.0,1,15,3,2,2014,1,0,22,26,0,1,0
3,16,1,2,1136,329,2555.0,1,12,4,8,2014,1,1,164,27,0,1,0
4,12,0,4,640,86,7.0,0,19,6,6,2015,0,1,80,3,2,2,1
4,12,1,0,450,5,2555.0,1,17,5,10,2013,0,1,61,2,1,0,0
3,16,1,3,847,38,1825.0,1,14,7,10,2013,1,1,124,2,0,0,0
0,6,0,2,640,38,60.0,1,13,6,8,2014,1,1,80,2,0,1,1
0,16,1,3,853,329,730.0,1,17,1,12,2014,0,0,124,27,0,0,0
4,12,0,1,1251,205,120.0,1,15,4,3,2014,1,1,184,13,1,1,1
4,12,0,1,640,167,14.0,0,12,3,7,2015,1,1,80,8,1,1,1
0,16,1,3,139,289,60.0,1,17,3,1,2014,0,0,17,23,0,0,1
3,16,1,2,1066,353,1825.0,1,14,6,10,2014,1,1,159,27,0,1,0
0,16,1,2,74,329,300.0,0,19,2,8,2014,0,1,15,27,0,1,1
4,12,0,3,640,63,730.0,1,0,1,5,2015,3,1,80,3,0,0,0
4,12,1,1,1066,130,21.0,0,12,7,8,2015,1,1,159,4,1,1,1
3,16,1,1,962,318,150.0,0,13,7,12,2015,1,1,136,27,1,1,1
3,16,0,2,640,111,730.0,1,15,6,11,2014,1,1,80,4,0,1,0
4,12,1,3,847,150,210.0,0,13,1,11,2014,1,1,124,7,0,0,1
0,6,0,3,640,318,2190.0,1,17,1,1,2014,0,1,80,27,0,0,0
3,16,1,2,450,289,1460.0,1,12,5,6,2015,1,1,61,23,0,1,0
3,16,1,1,112,274,730.0,1,14,6,1,2014,1,1,16,23,1,1,0
0,16,1,2,696,274,60.0,1,17,5,7,2015,0,1,98,23,0,1,1
4,12,0,0,640,291,30.0,1,12,6,10,2013,1,1,80,24,1,0,1
3,16,0,3,640,63,1825.0,1,13,2,5,2014,1,1,80,3,0,0,0
0,16,1,2,1066,86,365.0,1,16,1,3,2014,0,1,159,3,0,1,0
2,15,0,0,640,139,60.0,1,11,4,7,2015,1,1,80,6,1,0,1
4,12,1,3,1061,226,365.0,1,0,1,12,2015,3,1,157,18,0,0,0
4,12,1,1,559,88,730.0,1,15,5,6,2014,1,1,70,4,1,1,0
3,16,1,3,696,114,730.0,1,11,1,5,2015,1,1,98,4,0,0,0
4,12,0,1,640,38,21.0,0,14,6,5,2014,1,1,80,2,1,1,1
4,12,0,0,640,111,730.0,1,12,1,9,2015,1,1,80,4,1,0,0
3,16,1,0,450,131,730.0,1,11,1,1,2016,1,1,61,5,1,0,0
4,12,1,3,340,165,1460.0,1,12,7,4,2014,1,0,45,7,0,0,0
